Volume,Period,Year_Midpoint,Registry,Sex,Age_Group,Age_Group_Sort,Cancer_Code,Cancer_Label,Cases,Population,Rate_per_100k
VIII,1993-1997,1995,Pune (Poona),Male,75-79,16,221,Adrenal gland,0,29310,0.0
IX,1998-2002,2000,Pune (Poona),Male,0-4,1,210,Adrenal gland,0,837385,0.0
IX,1998-2002,2000,Pune (Poona),Male,5-9,2,210,Adrenal gland,0,846900,0.0
IX,1998-2002,2000,Pune (Poona),Male,10-14,3,210,Adrenal gland,0,946070,0.0
IX,1998-2002,2000,Pune (Poona),Male,15-19,4,210,Adrenal gland,0,950555,0.0
IX,1998-2002,2000,Pune (Poona),Male,20-24,5,210,Adrenal gland,0,1059265,0.0
IX,1998-2002,2000,Pune (Poona),Male,25-29,6,210,Adrenal gland,0,954795,0.0
IX,1998-2002,2000,Pune (Poona),Male,30-34,7,210,Adrenal gland,0,813295,0.0
IX,1998-2002,2000,Pune (Poona),Male,35-39,8,210,Adrenal gland,0,689670,0.0
IX,1998-2002,2000,Pune (Poona),Male,40-44,9,210,Adrenal gland,0,589150,0.0
IX,1998-2002,2000,Pune (Poona),Male,45-49,10,210,Adrenal gland,0,463275,0.0
IX,1998-2002,2000,Pune (Poona),Male,50-54,11,210,Adrenal gland,1,379430,0.2636
IX,1998-2002,2000,Pune (Poona),Male,55-59,12,210,Adrenal gland,0,247215,0.0
IX,1998-2002,2000,Pune (Poona),Male,60-64,13,210,Adrenal gland,0,205510,0.0
IX,1998-2002,2000,Pune (Poona),Male,65-69,14,210,Adrenal gland,0,147085,0.0
IX,1998-2002,2000,Pune (Poona),Male,70-74,15,210,Adrenal gland,0,104545,0.0
IX,1998-2002,2000,Pune (Poona),Male,75-79,16,210,Adrenal gland,0,54630,0.0
X,2003-2007,2005,Pune (Poona),Male,0-4,1,210,Adrenal gland,2,951909,0.2101
X,2003-2007,2005,Pune (Poona),Male,5-9,2,210,Adrenal gland,0,912393,0.0
X,2003-2007,2005,Pune (Poona),Male,10-14,3,210,Adrenal gland,0,1103733,0.0
X,2003-2007,2005,Pune (Poona),Male,15-19,4,210,Adrenal gland,0,1124183,0.0
X,2003-2007,2005,Pune (Poona),Male,20-24,5,210,Adrenal gland,0,1258508,0.0
X,2003-2007,2005,Pune (Poona),Male,25-29,6,210,Adrenal gland,0,1130162,0.0
X,2003-2007,2005,Pune (Poona),Male,30-34,7,210,Adrenal gland,0,953709,0.0
X,2003-2007,2005,Pune (Poona),Male,35-39,8,210,Adrenal gland,0,799027,0.0
X,2003-2007,2005,Pune (Poona),Male,40-44,9,210,Adrenal gland,0,690338,0.0
X,2003-2007,2005,Pune (Poona),Male,45-49,10,210,Adrenal gland,0,548984,0.0
X,2003-2007,2005,Pune (Poona),Male,50-54,11,210,Adrenal gland,0,458670,0.0
X,2003-2007,2005,Pune (Poona),Male,55-59,12,210,Adrenal gland,0,295689,0.0
X,2003-2007,2005,Pune (Poona),Male,60-64,13,210,Adrenal gland,0,236778,0.0
X,2003-2007,2005,Pune (Poona),Male,65-69,14,210,Adrenal gland,0,178871,0.0
X,2003-2007,2005,Pune (Poona),Male,70-74,15,210,Adrenal gland,0,125967,0.0
X,2003-2007,2005,Pune (Poona),Male,75-79,16,210,Adrenal gland,0,130948,0.0
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,50,Adrenal gland,0,998887,0.0
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,50,Adrenal gland,0,807911,0.0
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,50,Adrenal gland,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,50,Adrenal gland,0,1270231,0.0
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,50,Adrenal gland,1,1437551,0.0696
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,50,Adrenal gland,0,1271128,0.0
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,50,Adrenal gland,0,1026110,0.0
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,50,Adrenal gland,0,810974,0.0
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,50,Adrenal gland,0,720791,0.0
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,50,Adrenal gland,0,596503,0.0
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,50,Adrenal gland,0,537176,0.0
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,50,Adrenal gland,0,345999,0.0
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,50,Adrenal gland,0,243451,0.0
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,50,Adrenal gland,0,210311,0.0
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,50,Adrenal gland,0,131185,0.0
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,50,Adrenal gland,0,172552,0.0
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,50,Adrenal gland,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,50,Adrenal gland,0,1112778,0.0
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,50,Adrenal gland,0,1031264,0.0
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,50,Adrenal gland,1,1142065,0.0876
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,50,Adrenal gland,0,1686156,0.0
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,50,Adrenal gland,0,1790878,0.0
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,50,Adrenal gland,0,1506026,0.0
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,50,Adrenal gland,0,1224909,0.0
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,50,Adrenal gland,1,964181,0.1037
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,50,Adrenal gland,1,760050,0.1316
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,50,Adrenal gland,0,641815,0.0
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,50,Adrenal gland,1,536567,0.1864
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,50,Adrenal gland,2,456396,0.4382
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,50,Adrenal gland,0,299347,0.0
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,50,Adrenal gland,0,197559,0.0
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,50,Adrenal gland,0,237704,0.0
VIII,1993-1997,1995,Pune (Poona),Female,0-4,1,1,All sites,25,643220,3.8867
VIII,1993-1997,1995,Pune (Poona),Female,5-9,2,1,All sites,37,725190,5.1021
VIII,1993-1997,1995,Pune (Poona),Female,10-14,3,1,All sites,48,608940,7.8826
VIII,1993-1997,1995,Pune (Poona),Female,15-19,4,1,All sites,50,598555,8.3535
VIII,1993-1997,1995,Pune (Poona),Female,20-24,5,1,All sites,61,704920,8.6535
VIII,1993-1997,1995,Pune (Poona),Female,25-29,6,1,All sites,136,637700,21.3266
VIII,1993-1997,1995,Pune (Poona),Female,30-34,7,1,All sites,228,556745,40.9523
VIII,1993-1997,1995,Pune (Poona),Female,35-39,8,1,All sites,339,530755,63.8713
VIII,1993-1997,1995,Pune (Poona),Female,40-44,9,1,All sites,475,364390,130.3548
VIII,1993-1997,1995,Pune (Poona),Female,45-49,10,1,All sites,563,242000,232.6446
VIII,1993-1997,1995,Pune (Poona),Female,50-54,11,1,All sites,580,177085,327.5263
VIII,1993-1997,1995,Pune (Poona),Female,55-59,12,1,All sites,459,147355,311.4927
