Volume,Period,Year_Midpoint,Registry,Sex,Age_Group,Age_Group_Sort,Cancer_Code,Cancer_Label,Cases,Population,Rate_per_100k
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,9,Pharynx unspecified,3,536567,0.5591
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,9,Pharynx unspecified,7,456396,1.5338
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,9,Pharynx unspecified,5,299347,1.6703
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,9,Pharynx unspecified,8,197559,4.0494
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,9,Pharynx unspecified,2,237704,0.8414
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,9,Pharynx unspecified,4,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,9,Pharynx unspecified,1,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,10,Oesophagus,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,10,Oesophagus,0,1112778,0.0
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,10,Oesophagus,0,1031264,0.0
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,10,Oesophagus,0,1142065,0.0
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,10,Oesophagus,0,1686156,0.0
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,10,Oesophagus,2,1790878,0.1117
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,10,Oesophagus,4,1506026,0.2656
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,10,Oesophagus,3,1224909,0.2449
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,10,Oesophagus,9,964181,0.9334
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,10,Oesophagus,19,760050,2.4998
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,10,Oesophagus,24,641815,3.7394
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,10,Oesophagus,51,536567,9.5049
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,10,Oesophagus,82,456396,17.9669
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,10,Oesophagus,70,299347,23.3842
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,10,Oesophagus,65,197559,32.9016
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,10,Oesophagus,34,237704,14.3035
