Volume,Period,Year_Midpoint,Registry,Sex,Age_Group,Age_Group_Sort,Cancer_Code,Cancer_Label,Cases,Population,Rate_per_100k
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,10,Oesophagus,1,1271128,0.0787
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,10,Oesophagus,5,1026110,0.4873
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,10,Oesophagus,5,810974,0.6165
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,10,Oesophagus,12,720791,1.6648
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,10,Oesophagus,15,596503,2.5147
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,10,Oesophagus,30,537176,5.5848
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,10,Oesophagus,35,345999,10.1156
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,10,Oesophagus,46,243451,18.895
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,10,Oesophagus,53,210311,25.2008
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,10,Oesophagus,36,131185,27.4422
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,10,Oesophagus,35,172552,20.2837
XI,2008-2011,2010,Pune (Poona),Male,80-84,17,10,Oesophagus,24,0,
XI,2008-2011,2010,Pune (Poona),Male,85+,18,10,Oesophagus,18,0,
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,11,Stomach,0,998887,0.0
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,11,Stomach,0,807911,0.0
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,11,Stomach,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,11,Stomach,0,1270231,0.0
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,11,Stomach,1,1437551,0.0696
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,11,Stomach,4,1271128,0.3147
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,11,Stomach,9,1026110,0.8771
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,11,Stomach,7,810974,0.8632
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,11,Stomach,18,720791,2.4973
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,11,Stomach,14,596503,2.347
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,11,Stomach,27,537176,5.0263
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,11,Stomach,28,345999,8.0925
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,11,Stomach,31,243451,12.7336
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,11,Stomach,39,210311,18.544
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,11,Stomach,23,131185,17.5325
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,11,Stomach,21,172552,12.1702
XI,2008-2011,2010,Pune (Poona),Male,80-84,17,11,Stomach,20,0,
XI,2008-2011,2010,Pune (Poona),Male,85+,18,11,Stomach,8,0,
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,12,Small intestine,0,998887,0.0
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,12,Small intestine,0,807911,0.0
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,12,Small intestine,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,12,Small intestine,0,1270231,0.0
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,12,Small intestine,0,1437551,0.0
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,12,Small intestine,0,1271128,0.0
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,12,Small intestine,0,1026110,0.0
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,12,Small intestine,0,810974,0.0
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,12,Small intestine,1,720791,0.1387
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,12,Small intestine,3,596503,0.5029
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,12,Small intestine,1,537176,0.1862
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,12,Small intestine,1,345999,0.289
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,12,Small intestine,0,243451,0.0
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,12,Small intestine,2,210311,0.951
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,12,Small intestine,3,131185,2.2868
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,12,Small intestine,2,172552,1.1591
XI,2008-2011,2010,Pune (Poona),Male,80-84,17,12,Small intestine,0,0,
XI,2008-2011,2010,Pune (Poona),Male,85+,18,12,Small intestine,0,0,
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,13,Colon,0,998887,0.0
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,13,Colon,0,807911,0.0
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,13,Colon,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,13,Colon,4,1270231,0.3149
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,13,Colon,1,1437551,0.0696
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,13,Colon,3,1271128,0.236
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,13,Colon,4,1026110,0.3898
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,13,Colon,7,810974,0.8632
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,13,Colon,13,720791,1.8036
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,13,Colon,12,596503,2.0117
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,13,Colon,17,537176,3.1647
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,13,Colon,26,345999,7.5145
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,13,Colon,32,243451,13.1443
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,13,Colon,36,210311,17.1175
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,13,Colon,29,131185,22.1062
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,13,Colon,25,172552,14.4884
XI,2008-2011,2010,Pune (Poona),Male,80-84,17,13,Colon,7,0,
XI,2008-2011,2010,Pune (Poona),Male,85+,18,13,Colon,12,0,
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,14,Rectum,0,998887,0.0
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,14,Rectum,0,807911,0.0
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,14,Rectum,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,14,Rectum,1,1270231,0.0787
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,14,Rectum,3,1437551,0.2087
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,14,Rectum,9,1271128,0.708
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,14,Rectum,4,1026110,0.3898
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,14,Rectum,9,810974,1.1098
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,14,Rectum,12,720791,1.6648
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,14,Rectum,16,596503,2.6823
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,14,Rectum,27,537176,5.0263
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,14,Rectum,27,345999,7.8035
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,14,Rectum,28,243451,11.5013
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,14,Rectum,33,210311,15.691
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,14,Rectum,16,131185,12.1965
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,14,Rectum,21,172552,12.1702
XI,2008-2011,2010,Pune (Poona),Male,80-84,17,14,Rectum,6,0,
XI,2008-2011,2010,Pune (Poona),Male,85+,18,14,Rectum,7,0,
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,15,Anus,0,998887,0.0
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,15,Anus,0,807911,0.0
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,15,Anus,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,15,Anus,0,1270231,0.0
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,15,Anus,0,1437551,0.0
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,15,Anus,1,1271128,0.0787
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,15,Anus,0,1026110,0.0
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,15,Anus,0,810974,0.0
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,15,Anus,1,720791,0.1387
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,15,Anus,3,596503,0.5029
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,15,Anus,5,537176,0.9308
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,15,Anus,2,345999,0.578
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,15,Anus,3,243451,1.2323
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,15,Anus,4,210311,1.9019
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,15,Anus,1,131185,0.7623
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,15,Anus,2,172552,1.1591
XI,2008-2011,2010,Pune (Poona),Male,80-84,17,15,Anus,2,0,
XI,2008-2011,2010,Pune (Poona),Male,85+,18,15,Anus,2,0,
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,16,Liver,2,998887,0.2002
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,16,Liver,1,807911,0.1238
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,16,Liver,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,16,Liver,0,1270231,0.0
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,16,Liver,2,1437551,0.1391
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,16,Liver,2,1271128,0.1573
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,16,Liver,3,1026110,0.2924
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,16,Liver,7,810974,0.8632
XI,2008-2011,2010,Pune (Poona),Male,40-44,9,16,Liver,9,720791,1.2486
XI,2008-2011,2010,Pune (Poona),Male,45-49,10,16,Liver,14,596503,2.347
XI,2008-2011,2010,Pune (Poona),Male,50-54,11,16,Liver,21,537176,3.9093
XI,2008-2011,2010,Pune (Poona),Male,55-59,12,16,Liver,28,345999,8.0925
XI,2008-2011,2010,Pune (Poona),Male,60-64,13,16,Liver,38,243451,15.6089
XI,2008-2011,2010,Pune (Poona),Male,65-69,14,16,Liver,41,210311,19.4949
XI,2008-2011,2010,Pune (Poona),Male,70-74,15,16,Liver,30,131185,22.8685
XI,2008-2011,2010,Pune (Poona),Male,75-79,16,16,Liver,22,172552,12.7498
XI,2008-2011,2010,Pune (Poona),Male,80-84,17,16,Liver,21,0,
XI,2008-2011,2010,Pune (Poona),Male,85+,18,16,Liver,14,0,
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,17,Gallbladder etc.,0,998887,0.0
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,17,Gallbladder etc.,0,807911,0.0
XI,2008-2011,2010,Pune (Poona),Male,10-14,3,17,Gallbladder etc.,0,1245851,0.0
XI,2008-2011,2010,Pune (Poona),Male,15-19,4,17,Gallbladder etc.,0,1270231,0.0
XI,2008-2011,2010,Pune (Poona),Male,20-24,5,17,Gallbladder etc.,0,1437551,0.0
XI,2008-2011,2010,Pune (Poona),Male,25-29,6,17,Gallbladder etc.,1,1271128,0.0787
XI,2008-2011,2010,Pune (Poona),Male,30-34,7,17,Gallbladder etc.,3,1026110,0.2924
XI,2008-2011,2010,Pune (Poona),Male,35-39,8,17,Gallbladder etc.,5,810974,0.6165
